1987,440602,汾江区,440602,城区
1987,640200,石咀山市,640200,石嘴山市
1987,640205,石咀山区,640205,石嘴山区
1993,513000,达县地区,513000,达川地区
1993,513001,达县市,513001,达川市
1994,211405,葫芦岛区,211403,龙港区
1998,511081,资阳市,513901,资阳市
2001,654101,伊宁市,654002,伊宁市
2001,654121,伊宁县,654021,伊宁县
2018,130223,滦县,130284,滦州市
2018,140421,长治县,140404,上党区
2018,430221,株洲县,430212,渌口区
